"","log2FoldChange","logCPM","LR","pvalue","padj","identifier","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
"6335",-0.166388936255486,-1.93565954384656,0.177474839599626,0.673552364906349,1,"ENSG00000224632","LL0XNC01-73E8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336",-1.00903368184217,-1.93490684054545,7.62576511240535,0.0057540253713866,1,"ENSG00000231417","IRX1P1",9606,646390,"RP11-534K14.1","13","13q12.12","iroquois homeobox 1 pseudogene 1","pseudo","IRX1P1","iroquois homeobox 1 pseudogene 1","O","NULL"
"6337",1.3269515354983,6.37420637532835,29.3148008492085,6.15239679869698e-08,0.000500620527509973,"ENSG00000038945","MSR1",9606,4481,"NULL","8","8p22","macrophage scavenger receptor 1","protein-coding","MSR1","macrophage scavenger receptor 1","O","macrophage acetylated LDL receptor I and"
"6338",-0.703547066449547,6.98029038050534,22.2347033814536,2.41273265660686e-06,0.0187879491969977,"ENSG00000118276","B4GALT6",9606,9331,"NULL","18","18q11","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6","protein-coding","B4GALT6","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6","O","UDP-Gal:beta-GlcNAc beta-1,4-galactosylt"
"6339",-0.540573021534712,5.79768965994072,26.2587408138401,2.98600265933384e-07,0.0023908923293286,"ENSG00000183048","SLC25A10",9606,1468,"NULL","17","17q25.3","solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10","protein-coding","SLC25A10","solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10","O","dicarboxylate ion carrier|mitochondrial "
"6340",0.38236240275087,-1.95408605592737,1.92720561080756,0.165064489609013,1,"ENSG00000250161","TRMT112P5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6341",-0.629222221782114,9.19047095751633,54.0074590144556,1.99729948418983e-13,1.78039276020681e-09,"ENSG00000136478","TEX2",9606,55852,"NULL","17","17q23.3","testis expressed 2","protein-coding","TEX2","testis expressed 2","O","testis expressed sequence 2|testis-expre"
"6342",-0.332382874480103,6.40120084677717,31.699131470191,1.8000267969085e-08,0.000148448209941044,"ENSG00000153214","TMEM87B",9606,84910,"NULL","2","2q13","transmembrane protein 87B","protein-coding","TMEM87B","transmembrane protein 87B","O","NULL"
"6343",0.467764430765858,-1.67434053962545,1.22302106250729,0.268768581112128,1,"ENSG00000236393","RP11-320G24.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6344",0.00400853916420591,-1.74178158499888,0.000313423519884282,0.985875172020824,1,"ENSG00000254761","RP11-672A2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6345",0,-1.97480200150664,0,1,1,"ENSG00000266255","MIR4475",9606,100616289,"NULL","9","NULL","microRNA 4475","miscRNA","MIR4475","microRNA 4475","O","NULL"
"6346",3.43167757923282,6.69471105637879,151.5824829375,7.81768774153207e-35,7.63631738592853e-31,"ENSG00000111206","FOXM1",9606,2305,"NULL","12","12p13","forkhead box M1","protein-coding","FOXM1","forkhead box M1","O","Forkhead, drosophila, homolog-like 16|HN"
"6347",-4.24115719858796,-1.2646382878619,71.1590304157496,3.29560880266222e-17,3.02965317228738e-13,"ENSG00000224090","AC097468.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6348",-0.162405919867556,8.76829170744955,4.06840733712266,0.0436924521157244,1,"ENSG00000140983","RHOT2",9606,89941,"LA16c-313D11.4","16","16p13.3","ras homolog family member T2","protein-coding","RHOT2","ras homolog family member T2","O","mitochondrial Rho (MIRO) GTPase 2|mitoch"
"6349",0.69963462013439,6.64292489548134,35.9495399778281,2.02494176933526e-09,1.70358351054175e-05,"ENSG00000196411","EPHB4",9606,2050,"NULL","7","7q22","EPH receptor B4","protein-coding","EPHB4","EPH receptor B4","O","ephrin receptor EphB4|ephrin type-B rece"
"6350",-0.277635654652406,6.53466908497824,11.367546707002,0.00074738529669646,1,"ENSG00000198873","GRK5",9606,2869,"RP11-714M16.1","10","10q26.11","G protein-coupled receptor kinase 5","protein-coding","GRK5","G protein-coupled receptor kinase 5","O","FP2025|g protein-coupled receptor kinase"
"6351",0.860125454681882,-1.91775536415322,5.08896837231919,0.0240785111928897,1,"ENSG00000266102","RP11-243E13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6352",-2.72267604592946,-1.65335983061813,76.8930071823214,1.80475010885241e-18,1.67155955081911e-14,"ENSG00000255479","RP11-672A2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6353",0,-1.97480200150664,0,1,1,"ENSG00000221007","AL354984.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6354",0.111313225147887,-1.54050695493573,0.050672358256989,0.821897423353865,1,"ENSG00000259755","RP11-505E24.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6355",-0.979975437384136,0.882490909466527,15.7025685451532,7.41234448150641e-05,0.543695467718496,"ENSG00000261113","RP11-141O15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6356",0.754571088491783,6.40662946538618,92.1736294543559,7.93957271221297e-22,7.48066540944706e-18,"ENSG00000120784","ZFP30",9606,22835,"NULL","19","19q13.12","ZFP30 zinc finger protein","protein-coding","ZFP30","ZFP30 zinc finger protein","O","zfp-30|zinc finger protein 30 homolog|zi"
"6357",0.471446413259907,10.4786198666111,37.8853092893015,7.50280883585627e-10,6.35187796043592e-06,"ENSG00000185896","LAMP1",9606,3916,"NULL","13","13q34","lysosomal-associated membrane protein 1","protein-coding","LAMP1","lysosomal-associated membrane protein 1","O","CD107 antigen-like family member A|LAMP-"
"6358",0.617771078370308,7.74862639799578,90.0920933414449,2.27328366598454e-21,2.13870527295826e-17,"ENSG00000080802","CNOT4",9606,4850,"NULL","7","7q22-qter","CCR4-NOT transcription complex, subunit 4","protein-coding","CNOT4","CCR4-NOT transcription complex, subunit 4","O","CCR4-NOT transcription complex subunit 4"
"6359",-0.41702947590302,3.41010459813031,23.4686851080188,1.26963590406762e-06,0.00997425966235524,"ENSG00000198870","STKLD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6360",0.890944984854643,-1.41974561306469,5.39583557452201,0.0201848586516202,1,"ENSG00000249216","RP11-227F19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6361",-0.681628519073199,-1.79500392279669,3.12900009085061,0.0769109000801848,1,"ENSG00000216762","VN1R13P",9606,387322,"NULL","6","6p21","vomeronasal 1 receptor 13 pseudogene","pseudo","VN1R13P","vomeronasal 1 receptor 13 pseudogene","O","NULL"
"6362",-1.16128623392883,0.764510330696811,63.8895930465584,1.3159095348459e-15,1.19589858526796e-11,"ENSG00000279344","RP11-44F14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6363",0,-1.97480200150664,0,1,1,"ENSG00000265461","AC068014.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6364",0.749557232362844,-1.92525913899447,2.7772864364763,0.0956100357814987,1,"ENSG00000214684","AC003045.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6365",1.26467728350069,0.780952143470443,21.8344073003277,2.97222126600243e-06,0.0230703814667109,"ENSG00000258334","RP11-161H23.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6366",-0.363981483788937,-1.97013253203374,3.78280695649146,0.0517817249896658,1,"ENSG00000263435","RP11-17M24.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6367",0,-1.97480200150664,0,1,1,"ENSG00000278393","AC126281.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6368",0.627023341888579,-0.377503107596291,8.27381126023209,0.0040220987346844,1,"ENSG00000223461","AC004471.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6369",0.10510889805233,1.69829175971482,0.794323006588229,0.372796135939665,1,"ENSG00000268087","CTC-429P9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6370",0.990084451069199,10.1496797314132,145.875615782381,1.38208082385743e-33,1.34697597093145e-29,"ENSG00000123143","PKN1",9606,5585,"NULL","19","19p13.12","protein kinase N1","protein-coding","PKN1","protein kinase N1","O","protease-activated kinase 1|protein kina"
"6371",-0.0151398111304108,6.52345455615292,0.0646768566622313,0.799251092352219,1,"ENSG00000146476","ARMT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6372",-0.550033797837035,9.53096606863596,17.3774232502318,3.06444483090055e-05,0.228791451075035,"ENSG00000221823","PPP3R1",9606,5534,"NULL","2","2p15","protein phosphatase 3, regulatory subunit B, alpha","protein-coding","PPP3R1","protein phosphatase 3, regulatory subunit B, alpha","O","calcineurin B, type I (19kDa)|calcineuri"
"6373",-0.189487145019852,-1.13564510303611,0.136811441239445,0.711471675494399,1,"ENSG00000280225","RP11-114G11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6374",-1.05020944423898,-1.30362464994688,13.4750361653058,0.000241758530733627,1,"ENSG00000254349","MIR2052HG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6375",-0.0153984127357414,-1.9203544765826,0.00111676444340958,0.973341235239972,1,"ENSG00000242849","ALDOAP1",9606,391538,"NULL","3","3p21.2","aldolase A, fructose-bisphosphate pseudogene 1","pseudo","ALDOAP1","aldolase A, fructose-bisphosphate pseudogene 1","O","NULL"
"6376",-1.82843760969176,-1.67259537240207,25.9227356689998,3.55359038670626e-07,0.00283860800090096,"ENSG00000228983","AC025627.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6377",0,-1.97480200150664,0,1,1,"ENSG00000222578","RNA5SP345",9606,100873607,"NULL","11","NULL","RNA, 5S ribosomal pseudogene 345","rRNA","RNA5SP345","RNA, 5S ribosomal pseudogene 345","O","NULL"
"6378",0,-1.97480200150664,0,1,1,"ENSG00000199971","RNU6-797P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6379",-1.60976159510276,0.671574373583074,111.75359999286,4.04595028819066e-26,3.87885254128839e-22,"ENSG00000232855","AF131217.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6380",0.77089956505859,6.21354062331909,163.812905290172,1.66201033326287e-37,1.62926872969759e-33,"ENSG00000113838","TBCCD1",9606,55171,"NULL","3","3q27.3","TBCC domain containing 1","protein-coding","TBCCD1","TBCC domain containing 1","O","TBCC domain-containing protein 1"
"6381",-0.598331795884701,-1.95909725748384,4.08701475885183,0.0432139025169463,1,"ENSG00000177504","VCX2",9606,51480,"NULL","X","Xp22.32","variable charge, X-linked 2","protein-coding","VCX2","variable charge, X-linked 2","O","VCX-B|variable charge X-linked protein 2"
"6382",0.0716571781269316,-1.97124740999686,0.323865781828996,0.569293661031897,1,"ENSG00000201113","RNU6-647P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6383",0,-1.97480200150664,0,1,1,"ENSG00000211848","TRAJ41",9606,28714,"NULL","14","14q11","T cell receptor alpha joining 41","other","TRAJ41","T cell receptor alpha joining 41","O","NULL"
"6384",0.275911968014249,-1.42305978046181,0.509249604864976,0.475463876931693,1,"ENSG00000272632","RP11-362F19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6385",0.0727778114714458,-1.97079792495701,0.324114150886272,0.569145617902433,1,"ENSG00000235620","AC020743.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6386",-1.53181395669234,1.53439931434793,60.6752897372754,6.73097674703582e-15,6.08278368629627e-11,"ENSG00000132749","MTL5",9606,9633,"NULL","11","11q13.2-q13.3","metallothionein-like 5, testis-specific (tesmin)","protein-coding","MTL5","metallothionein-like 5, testis-specific (tesmin)","O","CXC domain containing 2|tesmin|testis-sp"
"6387",-0.367822415395835,-1.96968096314201,3.78754445915538,0.0516353468491632,1,"ENSG00000270634","RP4-777G9.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6388",-1.04933141512552,-1.54602026392301,11.1541449132082,0.000838441279517111,1,"ENSG00000239648","MTND1P3",9606,100288984,"NULL","7","7q34","MT-ND1 pseudogene 3","pseudo","MTND1P3","MT-ND1 pseudogene 3","O","NULL"
"6389",-1.96311571290731,-1.86332615591479,27.3836046349736,1.66839773348786e-07,0.00134422805387117,"ENSG00000232843","SNX18P2",9606,642952,"RP11-526D8.8","9","9q22.31","sorting nexin 18 pseudogene 2","pseudo","SNX18P2","sorting nexin 18 pseudogene 2","O","NULL"
"6390",0,-1.97480200150664,0,1,1,"ENSG00000207965","MIR629",9606,693214,"NULL","15","15q23","microRNA 629","miscRNA","MIR629","microRNA 629","O","NULL"
"6391",0.384096882765675,-1.95349280243896,1.92948200820279,0.1648151269383,1,"ENSG00000228955","RP11-452J6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6392",0.493600935368091,-1.87791324892793,0.832368727907763,0.361588479763182,1,"ENSG00000250804","RP11-747H12.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6393",0.271346678245227,2.89860277399486,8.40571440756102,0.00374043375053483,1,"ENSG00000260841","CTC-205M6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6394",-1.14357834297715,-0.685710457293839,10.5810743618078,0.00114251243796534,1,"ENSG00000243064","ABCC13",9606,150000,"NULL","21","21q11.2","ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene","pseudo","ABCC13","ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene","O","ATP-binding cassette protein C13"
"6395",0.747497508835632,-1.81395825401582,2.53033574720527,0.111676451778663,1,"ENSG00000265646","TUFMP1",9606,645668,"NULL","17","17q11.1","Tu translation elongation factor, mitochondrial pseudogene 1","pseudo","TUFMP1","Tu translation elongation factor, mitochondrial pseudogene 1","O","NULL"
"6396",-1.14278506561732,2.34819736247694,32.4961265068641,1.19430334728836e-08,9.88047159211657e-05,"ENSG00000263958","RP11-676J15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6397",0,-1.97480200150664,0,1,1,"ENSG00000197984","OR51A8P",9606,401662,"NULL","11","11p15.4","olfactory receptor, family 51, subfamily A, member 8 pseudogene","pseudo","OR51A8P","olfactory receptor, family 51, subfamily A, member 8 pseudogene","O","NULL"
"6398",0.00988047355120478,1.25587653350741,0.00536834120691765,0.941592087780817,1,"ENSG00000230870","FBXW11P1",9606,54099,"NULL","21","21q22.11","F-box and WD repeat domain containing 11 pseudogene 1","pseudo","FBXW11P1","F-box and WD repeat domain containing 11 pseudogene 1","O","NULL"
"6399",-1.58349691921711,4.96295091254279,82.9887214887941,8.25228945202154e-20,7.69195899822928e-16,"ENSG00000158286","RNF207",9606,388591,"NULL","1","1p36.31","ring finger protein 207","protein-coding","RNF207","ring finger protein 207","O","RING finger protein 207"
"6400",0.0720227798584821,-1.97111075376621,0.323947620874348,0.5692448716621,1,"ENSG00000202335","SNORD50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6401",-0.318694960963309,-1.87845386693108,0.463223786093579,0.496121173985677,1,"ENSG00000260192","RP11-756H20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6402",-0.160152734367358,-1.9586545448635,0.269205136305025,0.603865472537695,1,"ENSG00000236994","YBX1P9",9606,100861470,"NULL","1","1q42.12","Y box binding protein 1 pseudogene 9","pseudo","YBX1P9","Y box binding protein 1 pseudogene 9","O","NULL"
"6403",0.0707453720010597,-1.97155302010084,0.323658177591296,0.56941746351145,1,"ENSG00000228098","AC110620.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6404",-0.494172611136443,-1.20297409777991,3.95179479098124,0.0468214046748446,1,"ENSG00000255970","RP11-43N5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6405",0.0723188457148444,-1.97099330358712,0.324013316859746,0.569205712082753,1,"ENSG00000267084","RP11-666A8.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6406",0.99209768021034,-1.86237757234155,4.66484540983396,0.030786194801673,1,"ENSG00000248576","RP11-834C11.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6407",-0.233703338958089,-1.96248499249994,0.628457709930583,0.427921600947188,1,"ENSG00000216347","RP3-334F4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6408",-0.299051062339772,-1.96608348924981,1.34600967435505,0.245976924128214,1,"ENSG00000257837","RP11-263K4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6409",-0.534121329763894,-1.67905070849875,2.18706066630619,0.139174684064491,1,"ENSG00000254571","RP11-60I3.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6410",-0.103690615705284,-1.95560582913631,0.0922580785991656,0.761325867085962,1,"ENSG00000241229","RN7SL443P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6411",1.14858379398841,-0.964795324354332,11.6883669494651,0.000628920741252488,1,"ENSG00000224969","RP11-54O7.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6412",0,-1.97480200150664,0,1,1,"ENSG00000201894","RNU6-967P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6413",0.0729170258027994,-1.97073518417068,0.32414449597907,0.569127535522658,1,"ENSG00000238139","RP11-393N21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6414",-0.45057407134371,6.33982905005585,15.9195618907489,6.60920825399174e-05,0.485380254173153,"ENSG00000166171","DPCD",9606,25911,"RP11-529I10.4","10","10q24.32","deleted in primary ciliary dyskinesia homolog (mouse)","protein-coding","DPCD","deleted in primary ciliary dyskinesia homolog (mouse)","O","deleted in a mouse model of primary cili"
"6415",0.26918465054574,-1.95971466278446,1.29230845539979,0.255622967205964,1,"ENSG00000219039","AC005102.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6416",0.0723223094588437,-1.97099189135709,0.324014082416603,0.569205255786241,1,"ENSG00000199407","RNA5SP301",9606,100873576,"NULL","10","NULL","RNA, 5S ribosomal pseudogene 301","rRNA","RNA5SP301","RNA, 5S ribosomal pseudogene 301","O","NULL"
"6417",0,-1.97480200150664,0,1,1,"ENSG00000248120","RP11-301A5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6418",0,-1.97480200150664,0,1,1,"ENSG00000271565","RP4-775C13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6419",0,-1.97480200150664,0,1,1,"ENSG00000220598","SSR1P1",9606,100420476,"NULL","6","NULL","signal sequence receptor, alpha pseudogene 1","pseudo","SSR1P1","signal sequence receptor, alpha pseudogene 1","O","NULL"
"6420",0.140555185761896,-1.96732939448798,0.6472182626639,0.421108982384027,1,"ENSG00000241804","RP11-719N22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6421",-0.0137296441469314,-1.74039105435152,0.000667316037009869,0.979390970415214,1,"ENSG00000227417","RP11-397P13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6422",0,-1.97480200150664,0,1,1,"ENSG00000236407","HMGB1P18",9606,646526,"NULL","1","1p31.1","high mobility group box 1 pseudogene 18","pseudo","HMGB1P18","high mobility group box 1 pseudogene 18","O","NULL"
"6423",0.385150746372916,-1.95320649295245,1.93091638142614,0.164658223028067,1,"ENSG00000281851","Z98744.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6424",-0.194693319057576,-0.618206364680338,0.723139936938878,0.395115880392624,1,"ENSG00000254909","RP11-110I1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6425",1.25406020574315,-0.393571810449106,16.1715065184657,5.7857893224669e-05,0.426065525706462,"ENSG00000239405","TMED10P2",9606,100129727,"NULL","3","3q21.3","transmembrane emp24-like trafficking protein 10 (yeast) pseudogene 2","pseudo","TMED10P2","transmembrane emp24-like trafficking protein 10 (yeast) pseudogene 2","O","NULL"
"6426",0,-1.97480200150664,0,1,1,"ENSG00000276372","MIR6785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6427",0,-1.97480200150664,0,1,1,"ENSG00000279363","AL162426.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6428",0,-1.97480200150664,0,1,1,"ENSG00000252833","RNA5SP186",9606,100873448,"NULL","5","NULL","RNA, 5S ribosomal pseudogene 186","rRNA","RNA5SP186","RNA, 5S ribosomal pseudogene 186","O","NULL"
"6429",0,-1.97480200150664,0,1,1,"ENSG00000212434","U3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6430",0.0708354807825737,-1.97152484002719,0.323678919570677,0.569405091899721,1,"ENSG00000234953","RP5-837I24.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6431",0,-1.97480200150664,0,1,1,"ENSG00000280799","DUX4L5",9606,653545,"NULL","4","4q35.2","double homeobox 4 like 5","protein-coding","DUX4L5","double homeobox 4 like 5","O","double homeobox protein 4-like protein 5"
"6432",-0.318940353430404,6.88860659610212,10.2174288994952,0.00139119656210282,1,"ENSG00000187609","EXD3",9606,54932,"HBE269","9","9q34.3","exonuclease 3'-5' domain containing 3","protein-coding","EXD3","exonuclease 3'-5' domain containing 3","O","exonuclease 3'-5' domain-containing prot"
"6433",0.609802837081554,9.64782821016387,5.98747096784925,0.0144078447414565,1,"ENSG00000089199","CHGB",9606,1114,"NULL","20","20pter-p12","chromogranin B (secretogranin 1)","protein-coding","CHGB","chromogranin B (secretogranin 1)","O","cgB|chromogranin-B|secretogranin B|secre"
"6434",0,-1.97480200150664,0,1,1,"ENSG00000223258","RNU6-575P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6435",-0.615155445837738,-1.40706013296011,4.53600669192915,0.0331889304517494,1,"ENSG00000254990","RP11-108O10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6436",0,-1.97480200150664,0,1,1,"ENSG00000251731","AL512359.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6437",0.0952207358559395,6.14977421724561,1.32578719074991,0.249556065960451,1,"ENSG00000118162","KPTN",9606,11133,"NULL","19","19q13.32","kaptin (actin binding protein)","protein-coding","KPTN","kaptin (actin binding protein)","O","actin-associated protein 2E4|kaptin|kapt"
"6438",1.89658885881324,0.170767219796634,39.3083899541481,3.61883012147638e-10,3.08071008241284e-06,"ENSG00000273102","AP000569.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6439",0.236576186496608,0.0310779700817796,1.14094924874766,0.285451835822622,1,"ENSG00000214248","CTD-3193O13.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6440",-0.63291826259784,7.50016214746177,23.3422588885007,1.35588086466141e-06,0.0106382412641334,"ENSG00000056736","IL17RB",9606,55540,"UNQ2501/PRO19612","3","3p21.1","interleukin 17 receptor B","protein-coding","IL17RB","interleukin 17 receptor B","O","IL-17 receptor B|IL-17 receptor homolog "
"6441",-0.591739836262832,1.2725360119775,12.996969164307,0.0003119955696058,1,"ENSG00000186842","LINC00846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6442",0,-1.97480200150664,0,1,1,"ENSG00000237968","AC007322.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6443",0.670050838740957,8.90542110880091,125.441771189817,4.07369741981611e-29,3.93274748909047e-25,"ENSG00000102931","ARL2BP",9606,23568,"NULL","16","16q13","ADP-ribosylation factor-like 2 binding protein","protein-coding","ARL2BP","ADP-ribosylation factor-like 2 binding protein","O","ADP-ribosylation factor-like protein 2-b"
"6444",-0.357141316448547,1.85639466360223,0.933783142298637,0.333881803574232,1,"ENSG00000255629","RP11-196H14.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6445",0,-1.97480200150664,0,1,1,"ENSG00000199390","SNORD114-7",9606,767583,"NULL","14","14q32","small nucleolar RNA, C/D box 114-7","snoRNA","SNORD114-7","small nucleolar RNA, C/D box 114-7","O","NULL"
"6446",-0.656459284421216,7.43280733455571,10.4316758782273,0.00123872291467182,1,"ENSG00000100767","PAPLN",9606,89932,"UNQ2420/PRO4977","14","14q24.2","papilin, proteoglycan-like sulfated glycoprotein","protein-coding","PAPLN","papilin, proteoglycan-like sulfated glycoprotein","O","papilin"
"6447",0.579482387727124,-1.89885510624501,1.19751493586263,0.273818928829612,1,"ENSG00000249831","RP11-4O3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6448",-1.02216905320905,-0.313744420699056,17.159689037471,3.436520136585e-05,0.255814558967388,"ENSG00000225675","RP4-784A16.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6449",0.0540893344198032,2.36926029851428,0.115071998527668,0.734442016161532,1,"ENSG00000230415","RP5-902P8.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6450",-0.59845445762933,-1.88847356733927,2.10475202492142,0.146842146517767,1,"ENSG00000270553","RP11-15E18.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6451",0.140068863082843,-1.96747251063402,0.646992201265217,0.421190103124719,1,"ENSG00000187612","OR5W2",9606,390148,"NULL","11","11q11","olfactory receptor, family 5, subfamily W, member 2","protein-coding","OR5W2","olfactory receptor, family 5, subfamily W, member 2","O","olfactory receptor 5W2|olfactory recepto"
"6452",-1.55947923453961,8.64271230303576,113.266506391862,1.88636982862833e-26,1.81072639850033e-22,"ENSG00000135525","MAP7",9606,9053,"NULL","6","6q23.3","microtubule-associated protein 7","protein-coding","MAP7","microtubule-associated protein 7","O","MAP-7|dJ325F22.2 (microtubule-associated"
"6453",-0.15466859451724,-1.71321720092336,0.13646100929418,0.711824908068445,1,"ENSG00000279510","AC243945.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6454",-0.482981246137665,5.41559072739184,6.21495128344696,0.0126675838027428,1,"ENSG00000136999","NOV",9606,4856,"NULL","8","8q24.1","nephroblastoma overexpressed","protein-coding","NOV","nephroblastoma overexpressed","O","CCN family member 3|IGF-binding protein "
"6455",1.31636319100955,10.0214701645221,116.90941365673,3.00483192208445e-27,2.8891458930842e-23,"ENSG00000163110","PDLIM5",9606,10611,"L9","4","4q22","PDZ and LIM domain 5","protein-coding","PDLIM5","PDZ and LIM domain 5","O","PDZ and LIM domain protein 5|enigma homo"
"6456",0.381043857599804,6.91534498850397,43.1372581412149,5.10311536952849e-11,4.40602981005089e-07,"ENSG00000163961","RNF168",9606,165918,"NULL","3","3q29","ring finger protein 168, E3 ubiquitin protein ligase","protein-coding","RNF168","ring finger protein 168, E3 ubiquitin protein ligase","O","E3 ubiquitin-protein ligase RNF168"
"6457",-0.971401202599278,3.40845010399148,84.2993826860976,4.25247938105882e-20,3.97096524603273e-16,"ENSG00000238057","ZEB2-AS1",9606,100303491,"NULL","2","2q22.3","ZEB2 antisense RNA 1","miscRNA","ZEB2-AS1","ZEB2 antisense RNA 1","O","NULL"
"6458",1.23780341679777,2.80298283873051,37.2698752899275,1.02861305203741e-09,8.69280890276815e-06,"ENSG00000280219","RP11-752L20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
