"log2FoldChange","logCPM","LR","pvalue","padj","identifier","gene","chrom","strand","Symbol"
1.55365503125421,9.21242552470324,117.650630001482,2.06784116682886e-27,1.98864285013931e-23,"ENSG00000050405","LIMA1","chr12","-","LIMA1"
-2.14034745073047,0.671576248124576,82.2577499072814,1.19448341169725e-19,1.11242240131364e-15,"ENSG00000134760","DSG1","chr18","+","DSG1"
-1.01554731278373,1.64069012778355,59.3890157626486,1.29389284240284e-14,1.1665737867104e-10,"ENSG00000271795","CTC-251D13.1","chr5","+","CTC-251D13.1"
5.73896033103726,2.39078246491077,70.6670283463655,4.22901641208718e-17,3.88350577121965e-13,"ENSG00000129152","MYOD1","chr11","+","MYOD1"
-1.02820933023115,3.58213816488381,41.9603066351833,9.31451298134822e-11,8.00209810227625e-07,"ENSG00000166510","CCDC68","chr18","-","CCDC68"
-1.17466208799204,5.55234556031027,71.0714891386588,3.44512724260728e-17,3.16641644868035e-13,"ENSG00000183888","C1orf64","chr1","+","C1ORF64"
2.048315956867,6.98350032912009,92.0524807346481,8.44080656182037e-22,7.95123978123479e-18,"ENSG00000041515","MYO16","chr13","+","MYO16"
-1.30622209233207,-0.856368424716146,40.0873047567097,2.42862199808862e-10,2.07501463516691e-06,"ENSG00000173728","C1orf100","chr1","+","C1ORF100"
-1.30574507610217,2.66898524444955,103.091007609191,3.20100722537125e-24,3.04863928144358e-20,"ENSG00000106686","SPATA6L","chr9","-","SPATA6L"
-1.58865526474014,-0.917255315514275,52.0804645692622,5.32722882649199e-13,4.73004647504223e-09,"ENSG00000233602","ERI3-IT1","chr1","-","ERI3-IT1"
-2.0947990419917,7.00456251410449,115.232166522984,7.00028579708397e-27,6.72517456525857e-23,"ENSG00000104059","FAM189A1","chr15","-","FAM189A1"
-4.11415312846007,2.23937250653519,351.551977801218,1.94615111235136e-78,1.94381573101654e-74,"ENSG00000197616","MYH6","chr14","-","MYH6"
-1.23348594014578,3.58096837408462,42.6760633747772,6.45979488605577e-11,5.56511329433704e-07,"ENSG00000205710","C17orf107","chr17","+","C17ORF107"
-1.31156862958773,2.87302916075413,50.6796746792975,1.08739851069224e-12,9.61912722558352e-09,"ENSG00000275465","RP11-569G13.3","chr9","-","RP11-569G13.3"
-3.37251133969619,-1.51373945985804,77.4441237795897,1.36530797683086e-18,1.26536743292684e-14,"ENSG00000235126","AC128709.3","chr3","-","AC128709.3"
-4.37257483131329,-0.438758365113415,75.1233633060265,4.42202526336226e-18,4.0868357483994e-14,"ENSG00000171557","FGG","chr4","-","FGG"
1.01687406411313,6.93426978757409,175.265983203106,5.23748788939994e-40,5.14897434406909e-36,"ENSG00000160703","NLRX1","chr11","+","NLRX1"
1.7439903918715,6.21979545145055,63.6445248572827,1.490225949004e-15,1.35342320688543e-11,"ENSG00000134013","LOXL2","chr8","-","LOXL2"
1.18285403003655,3.11610785086539,66.0347142894218,4.43050565876305e-16,4.04283641362128e-12,"ENSG00000277182","CTB-58E17.5","chr17","+","CTB-58E17.5"
2.41499509037761,-0.171163199030836,40.031614616579,2.49885632825784e-10,2.1340233043322e-06,"ENSG00000245857","GS1-24F4.2","chr8","+","GS1-24F4.2"
-2.13759426971754,4.46597055501368,116.287812234953,4.11090843720389e-27,3.95058300815294e-23,"ENSG00000185272","RBM11","chr21","+","RBM11"
-1.54119143428906,-0.548222051571561,64.0687382159001,1.20153050551493e-15,1.09243153561418e-11,"ENSG00000279549","AP000437.3","chr11","-","AP000437.3"
2.21131212603055,2.87489634614241,68.0264909871004,1.61313675990701e-16,1.47553619428695e-12,"ENSG00000262880","RP11-104H15.7","chr17","+","RP11-104H15.7"
-1.40436208000374,-1.01196794867801,30.9135768477459,2.69777868617991e-08,0.000221406696774785,"ENSG00000259175","RP11-379K22.2","chr15","-","RP11-379K22.2"
1.38836189843931,7.32335434539346,69.8365928924648,6.44265194628718e-17,5.90984463032923e-13,"ENSG00000049130","KITLG","chr12","-","KITLG"
-3.88105154717041,-1.50260409738826,109.0594027104,1.57494476902085e-25,1.50627717709154e-21,"ENSG00000215029","TCP11X2","chrX","-","TCP11X2"
1.95287792199259,6.9635410781669,243.028422793393,8.59787355708063e-55,8.54370695367102e-51,"ENSG00000227097","RPS28P7","chr11","+","RPS28P7"
-1.2164531733876,8.95342430504274,106.021907850076,7.29245214534549e-25,6.95845783708867e-21,"ENSG00000170113","NIPA1","chr15","+","NIPA1"
1.87937952436379,-1.15746493607375,30.6221762558772,3.1349005055109e-08,0.000256685653391233,"ENSG00000225338","RPL23AP18","chr1","-","RPL23AP18"
3.24274859474812,2.25286613590832,134.363568124115,4.5493254081992e-31,4.4101160507083e-27,"ENSG00000254706","RP11-565P22.6","chr1","+","RP11-565P22.6"
-8.62409785077914,4.66033431171624,220.418086886961,7.33142785679557e-50,7.27057700558417e-46,"ENSG00000183395","PMCH","chr12","-","PMCH"
1.88787881218293,7.01730185975762,121.661374267115,2.73799589433774e-28,2.63888044296271e-24,"ENSG00000152208","GRID2","chr4","+","GRID2"
-2.10097698711823,0.00790370653836831,64.2470654068878,1.09755294196037e-15,9.9800489012456e-12,"ENSG00000151360","ALLC","chr2","+","ALLC"
-2.18155363859681,-1.34510262852389,65.1437795229637,6.96278893396754e-16,6.34101188216424e-12,"ENSG00000277229","RP11-355N15.3","chr15","+","RP11-355N15.3"
-2.64590404835562,-1.39510007360172,72.429977323913,1.73064977908914e-17,1.59427457649692e-13,"ENSG00000267879","CTB-147C22.9","chr19","+","CTB-147C22.9"
1.80485883596919,2.32834922363217,80.9807942916072,2.27922048992885e-19,2.11921921153585e-15,"ENSG00000233966","UBE2SP1","chr17","-","UBE2SP1"
-2.17879710263311,6.1106887972966,81.9732577393786,1.37940510712607e-19,1.28422615473437e-15,"ENSG00000166923","GREM1","chr15","+","GREM1"
-1.25132278119016,0.717074022025497,60.7846232392242,6.36733373493193e-15,5.75734316312545e-11,"ENSG00000217094","PPIAP31","chr10","-","PPIAP31"
-1.88327686641268,-1.5563251733142,42.1324497203331,8.5296009402525e-11,7.33119200814703e-07,"ENSG00000251340","RP11-461G12.2","chr5","+","RP11-461G12.2"
-1.61876850321238,-0.0835821740966489,107.798351579349,2.97563753572781e-25,2.84173384662006e-21,"ENSG00000272100","RP11-155O18.6","chr1","+","RP11-155O18.6"
2.59519359676117,5.88629937278737,120.637576199493,4.58726321734106e-28,4.41891065726464e-24,"ENSG00000128606","LRRC17","chr7","+","LRRC17"
-3.09752357116437,0.794290469969321,211.076744467932,7.99748577971574e-48,7.92230941338641e-44,"ENSG00000140623","SEPT12","chr16","-","SEPT12"
-1.00337814394902,0.140575531283084,42.4847351035775,7.1236018099595e-11,6.13270879819414e-07,"ENSG00000228852","RP11-57H12.5","chr1","-","RP11-57H12.5"
-1.90317398482164,-1.73985954786502,31.4096215094313,2.08942928243934e-08,0.000171960029944758,"ENSG00000261265","CTD-2515H24.4","chr15","-","CTD-2515H24.4"
-1.14860331225342,7.65060288095264,74.274485248561,6.79764367017964e-18,6.27626440067686e-14,"ENSG00000156381","ANKRD9","chr14","-","ANKRD9"
-1.80200827346244,0.97792927115753,99.3760778802022,2.08829880053512e-23,1.98263088122804e-19,"ENSG00000231752","EMBP1","chr1","+","EMBP1"
-1.26051861649958,-0.450440885476789,39.3470694098322,3.54784944830966e-10,3.02099380523567e-06,"ENSG00000240423","LINC00636","chr3","+","LINC00636"
-1.866342203336,1.29610354014254,56.4640046041865,5.72366136663383e-14,5.12782821836724e-10,"ENSG00000279619","CTD-2527I21.5","chr19","-","CTD-2527I21.5"
1.69791359176594,8.50036731662649,85.0238884291805,2.94782040097439e-20,2.75503294675067e-16,"ENSG00000244242","IFITM10","chr11","-","IFITM10"
-2.17255269704132,-0.525644383678266,85.4959594077053,2.32175545698663e-20,2.17223440555669e-16,"ENSG00000236116","AC064853.2","chr2","-","AC064853.2"
-1.68383118739095,7.19926941707893,104.750307822827,1.38538557104384e-24,1.32054952631899e-20,"ENSG00000183960","KCNH8","chr3","+","KCNH8"
6.36695312946854,2.40707734926832,54.8254033762699,1.31727063440886e-13,1.17632267652712e-09,"ENSG00000128710","HOXD10","chr2","+","HOXD10"
-1.16522767805515,0.584742911121233,43.6280146627351,3.97113396933014e-11,3.43701645045523e-07,"ENSG00000280913","CTSLP2","chr10","+","CTSLP2"
-2.24309251799396,-0.643967093537882,102.862945234699,3.59154876775832e-24,3.41987273665947e-20,"ENSG00000233850","AC103563.8","chr2","-","AC103563.8"
-2.5520116494452,-1.75057544927832,45.3039769456445,1.68706205831093e-11,1.46656304728969e-07,"ENSG00000229051","RP5-952N6.1","chr1","+","RP5-952N6.1"
-1.79015075760438,3.30737539377598,102.308030164921,4.75261683892935e-24,4.52401596897685e-20,"ENSG00000125864","BFSP1","chr20","-","BFSP1"
1.15018516333918,7.84985784679262,143.977048703261,3.59425423321799e-33,3.50152247400097e-29,"ENSG00000079616","KIF22","chr16","+","KIF22"
-2.43627708989978,-1.84620366921268,44.6247280581562,2.3865830234765e-11,2.07179272267995e-07,"ENSG00000255671","RP11-283I3.1","chr12","+","RP11-283I3.1"
1.43791577823722,7.72941476927893,56.9793628967411,4.40409284745939e-14,3.94959046560158e-10,"ENSG00000164776","PHKG1","chr7","-","PHKG1"
-1.33603486794091,6.0377680603512,180.535895851624,3.70180427363778e-41,3.64405612696903e-37,"ENSG00000171817","ZNF540","chr19","+","ZNF540"
-2.59586123420079,-1.79861394578156,47.678965121984,5.02049611629454e-12,4.39795459787402e-08,"ENSG00000250978","RP11-357D18.1","chr5","-","RP11-357D18.1"
1.67938781795027,4.57513819164501,83.106037628293,7.7767798288461e-20,7.25029183443322e-16,"ENSG00000087586","AURKA","chr20","-","AURKA"
1.13228204894479,4.57039491949113,36.1911443426417,1.78881581942424e-09,1.50546739362744e-05,"ENSG00000272372","RP11-441F2.5","chr16","-","RP11-441F2.5"
2.55767459937708,-0.950936127308398,57.8162753244385,2.87778780174367e-14,2.58684345498739e-10,"ENSG00000229133","RPS7P4","chr1","-","RPS7P4"
2.90969354783686,-0.69415824923406,47.4625888601219,5.60637460105667e-12,4.90782032576501e-08,"ENSG00000235555","SUMO1P4","chr19","+","SUMO1P4"
2.93819538882015,-1.56924160733401,38.3612787971357,5.87873378247659e-10,4.9845783741619e-06,"ENSG00000263820","AC005702.2","chr17","-","AC005702.2"
1.49579675731312,8.04488673182829,51.8861706192566,5.88131955006806e-13,5.2190829687304e-09,"ENSG00000130222","GADD45G","chr9","+","GADD45G"
-1.55575305374927,7.92382838381048,51.5469495846013,6.99052204602024e-13,6.19849589820615e-09,"ENSG00000176406","RIMS2","chr8","+","RIMS2"
-1.87319631145152,3.27086637447913,153.652478369056,2.7585231786681e-35,2.6961805548302e-31,"ENSG00000186056","MATN1-AS1","chr1","+","MATN1-AS1"
1.70301960299068,3.47780815119201,56.7778957894993,4.87920096997414e-14,4.37469158967881e-10,"ENSG00000087237","CETP","chr16","+","CETP"
1.1602418859615,7.40613849742977,141.369890309387,1.33555089780274e-32,1.29935746847229e-28,"ENSG00000172985","SH3RF3","chr2","+","SH3RF3"
-1.19505269034082,5.88507176319477,154.027208064869,2.2844562446866e-35,2.23351287043009e-31,"ENSG00000215769","RP13-104F24.2","chr17","-","RP13-104F24.2"
3.4082323254848,-0.612621226405614,38.5654930926325,5.29467958256814e-10,4.49412402968384e-06,"ENSG00000227094","RP11-565P22.2","chr1","-","RP11-565P22.2"
-2.31691007678148,-0.523942394606006,134.408909326411,4.44661033556888e-31,4.31098872033403e-27,"ENSG00000266954","RP11-701H16.4","chr18","-","RP11-701H16.4"
-1.32727195888117,5.58107982896278,97.9592579375907,4.27079906727541e-23,4.04615503633672e-19,"ENSG00000131188","PRR7","chr5","+","PRR7"
-2.03770311977697,1.39007136507879,50.0138168629876,1.52667173777179e-12,1.34789847727872e-08,"ENSG00000262890","RP11-424M24.5","chr16","-","RP11-424M24.5"
-1.77107155359851,-0.822195989812508,63.5694998223435,1.54807587691207e-15,1.40565289623616e-11,"ENSG00000220472","RP11-69L16.5","chr6","-","RP11-69L16.5"
2.5235359401707,4.44364605431966,79.6856661125715,4.38973777286447e-19,4.07631049588195e-15,"ENSG00000166803","KIAA0101","chr15","-","KIAA0101"
-2.93549460117765,-1.10997624830463,97.3360589897202,5.85051238760057e-23,5.53926512858022e-19,"ENSG00000271660","RP1-73A14.2","chrX","-","RP1-73A14.2"
-1.09247559168967,-0.440358882133133,33.2432336542076,8.13222292113774e-09,6.75299791371278e-05,"ENSG00000163645","ERICH6","chr3","-","ERICH6"
-1.17348450461554,0.398042517130446,64.8266227776222,8.17866393968907e-16,7.44585565069293e-12,"ENSG00000233009","NALCN-AS1","chr13","+","NALCN-AS1"
-1.50334908543656,1.18508226965819,69.5473725445974,7.46010686801844e-17,6.84166400865971e-13,"ENSG00000118156","ZNF541","chr19","-","ZNF541"
1.0573885220579,0.298327728317928,32.766631058433,1.03913424392167e-08,8.61130547937892e-05,"ENSG00000273004","GS1-279B7.2","chr1","+","GS1-279B7.2"
-2.17969505833072,-1.66894714779773,29.5758028333486,5.37720362093919e-08,0.000438134551034125,"ENSG00000248573","PRYP6","chrY","-","PRYP6"
-2.40655649525929,1.44094445832669,132.650430852507,1.07819224883368e-30,1.04487610834472e-26,"ENSG00000269908","RP11-1406H17.1","chr4","+","RP11-1406H17.1"
-1.90478067278009,0.0327047887679092,75.3331822730365,3.97620795178663e-18,3.67600425142674e-14,"ENSG00000183571","PGPEP1L","chr15","-","PGPEP1L"
1.77400560793126,8.6099675888262,73.2141921185985,1.16316375910023e-17,1.07243698589041e-13,"ENSG00000129226","CD68","chr17","+","CD68"
1.34609350875969,5.29347259745711,46.2014718193037,1.06696798440473e-11,9.29435811214964e-08,"ENSG00000173083","HPSE","chr4","-","HPSE"
-1.59005727740896,-1.28739073020983,33.316449508145,7.83173669630416e-09,6.51052271563765e-05,"ENSG00000143452","HORMAD1","chr1","-","HORMAD1"
1.15277492893156,7.78969152396589,181.561803368726,2.21015756560274e-41,2.17656317060558e-37,"ENSG00000146833","TRIM4","chr7","-","TRIM4"
-1.3717491604441,10.187215739628,44.1463647035496,3.04717173168868e-11,2.64281204289359e-07,"ENSG00000135439","AGAP2","chr12","-","AGAP2"
-2.46249707631057,5.68707637285433,108.959948648938,1.65598400393574e-25,1.58361750296375e-21,"ENSG00000269145","AC007192.6","chr19","-","AC007192.6"
-3.91180664742296,1.23975214936766,186.11724371546,2.23819482214718e-42,2.20775537256598e-38,"ENSG00000259905","PWRN1","chr15","+","PWRN1"
-2.43021372901193,-1.7528291426991,50.7526590081913,1.04770533488807e-12,9.27009680308968e-09,"ENSG00000204296","C6orf10","chr6","-","C6ORF10"
-1.15449288356669,7.90682251254157,57.8230603819491,2.86787846307847e-14,2.57822273830754e-10,"ENSG00000108352","RAPGEFL1","chr17","+","RAPGEFL1"
3.2600264226789,10.285958642074,128.030838921505,1.10512409021924e-29,1.06876550765103e-25,"ENSG00000041982","TNC","chr9","-","TNC"
-1.87115419505389,-0.681380748050188,53.564236716485,2.50274165159302e-13,2.2279406182481e-09,"ENSG00000248144","ADH1C","chr4","-","ADH1C"
2.12168838454923,6.15477354024411,89.0674712855763,3.81573908341117e-21,3.58565001668147e-17,"ENSG00000183691","NOG","chr17","+","NOG"
-2.13338080446497,-1.44456754899352,64.7357430801487,8.56470713870216e-16,7.79473996693284e-12,"ENSG00000258593","CTD-3051D23.4","chr14","-","CTD-3051D23.4"
-2.23132049709793,0.418805500848598,81.9870914821169,1.36978394575085e-19,1.27540583188862e-15,"ENSG00000167644","C19orf33","chr19","+","C19ORF33"
-1.66610905184364,5.58456015887705,77.9746301783573,1.04372505119017e-18,9.67533122453286e-15,"ENSG00000272379","RP1-257A7.5","chr6","-","RP1-257A7.5"
-1.73113675263848,0.647410493318228,47.5047139173058,5.48718372757574e-12,4.80457807186532e-08,"ENSG00000260769","RP11-491F9.5","chr16","+","RP11-491F9.5"
1.18748522021818,5.85433216935917,31.56076501919,1.93295831909488e-08,0.000159275765493418,"ENSG00000185641","CTD-2287O16.1","chr5","-","CTD-2287O16.1"
-1.03994659112291,1.68616305267452,33.196828756986,8.32862500754964e-09,6.91359161876696e-05,"ENSG00000277304","RP11-989E6.13","chr16","+","RP11-989E6.13"
-2.72115778194748,-0.803979970250231,142.964250354791,5.9847692085131e-33,5.82856673217091e-29,"ENSG00000267222","RP11-194N12.2","chr17","+","RP11-194N12.2"
1.11287894006474,9.11203494363169,216.736842094696,4.65784716314655e-49,4.61778967754349e-45,"ENSG00000101294","HM13","chr20","+","HM13"
-1.27832928122724,-0.0737183709454365,29.1037318033064,6.86047092190701e-08,0.00055775628595104,"ENSG00000224431","AC063976.7","chr5","+","AC063976.7"
-1.76736454382071,0.365731672434295,60.6056277515714,6.97343616901291e-15,6.30119692232007e-11,"ENSG00000279504","AD001527.4","chr19","+","AD001527.4"
1.49597041896073,7.67587307318005,77.9218046267898,1.07201444363161e-18,9.93650187802139e-15,"ENSG00000082684","SEMA5B","chr3","-","SEMA5B"
-1.26184426013958,3.05044325717561,95.893742247366,1.21217932268592e-22,1.14563067787046e-18,"ENSG00000267523","CTD-2537I9.12","chr19","-","CTD-2537I9.12"
-1.77004165759571,-1.0506219687923,72.2126924395281,1.93209066623713e-17,1.77906908547115e-13,"ENSG00000267130","CTD-2540B15.9","chr19","+","CTD-2540B15.9"
-3.38365039667932,-1.01910805074407,88.4729134131161,5.15357507879395e-21,4.83766092646388e-17,"ENSG00000269332","GOLGA2P9","chr19","+","GOLGA2P9"
-1.75487880360425,1.96392130382552,161.929506735623,4.28636993067041e-37,4.200642532057e-33,"ENSG00000260977","RP11-333I13.1","chr2","+","RP11-333I13.1"
-1.05778286361432,7.38907766514928,29.8399004750758,4.6923484511574e-08,0.000382801786645421,"ENSG00000176658","MYO1D","chr17","-","MYO1D"
1.74900651842793,12.1397050595814,237.927348490236,1.11338169503695e-53,1.1060333758497e-49,"ENSG00000113657","DPYSL3","chr5","-","DPYSL3"
1.1264586251422,0.384553480471784,31.2398488203821,2.28036777130574e-08,0.000187377819768193,"ENSG00000237594","AP000251.3","chr21","+","AP000251.3"
-1.33807644608792,1.49432944808844,60.8558726708194,6.14100375844631e-15,5.55453789951469e-11,"ENSG00000243083","LINC00870","chr3","+","LINC00870"
-1.82284736404763,1.25612424214591,146.024427730818,1.28233314243986e-33,1.24989011393613e-29,"ENSG00000174236","REP15","chr12","+","REP15"
2.70940344488984,1.21685425266337,82.3054627569862,1.16599417597698e-19,1.08600697550496e-15,"ENSG00000267886","CTD-2291D10.4","chr19","+","CTD-2291D10.4"
-2.71445583210373,0.549336376480082,85.0801395867296,2.86513978444117e-20,2.67861918447405e-16,"ENSG00000256955","RP11-417L19.2","chr12","+","RP11-417L19.2"
1.11595815973775,1.65302031098995,48.9936596880069,2.56791233848409e-12,2.26079002280139e-08,"ENSG00000231871","IPO9-AS1","chr1","-","IPO9-AS1"
1.44325135696818,7.88338355647478,262.427352076909,5.07481976039779e-59,5.04995314357184e-55,"ENSG00000185090","MANEAL","chr1","+","MANEAL"
3.14868968378525,1.44117668813649,76.7870248638619,1.90424583935186e-18,1.76352207182376e-14,"ENSG00000165702","GFI1B","chr9","+","GFI1B"
1.17656796776132,2.03314233011733,94.46810292416,2.49073798099389e-22,2.35125665405823e-18,"ENSG00000226054","MEMO1P1","chr21","+","MEMO1P1"
1.20664466681581,8.94226384198654,168.643244640167,1.46386890535104e-38,1.43664094371151e-34,"ENSG00000177200","CHD9","chr16","+","CHD9"
1.58927753505134,10.071045696249,75.7255831699267,3.25956937815413e-18,3.01477571785475e-14,"ENSG00000262655","SPON1","chr11","+","SPON1"
-1.35487386517465,5.37920847217869,35.4889239276957,2.56504995808628e-09,2.15335943981343e-05,"ENSG00000172548","NIPAL4","chr5","+","NIPAL4"
5.11326901974796,3.82370988157869,55.6265162167934,8.76335674907284e-14,7.83531726934603e-10,"ENSG00000253293","HOXA10","chr7","-","HOXA10"
-1.90156093111274,4.28182626985256,76.7844165303178,1.90676250544382e-18,1.76566208004098e-14,"ENSG00000166250","CLMP","chr11","-","CLMP"
-2.26998355497485,-1.82819696455906,33.289771182316,7.93991773209998e-09,6.59807163537508e-05,"ENSG00000186075","ZPBP2","chr17","+","ZPBP2"
1.20692647092842,7.95737633114294,31.6812645296298,1.81666323165192e-08,0.000149783883449701,"ENSG00000173918","C1QTNF1","chr17","+","C1QTNF1"
-1.11214816920306,4.34839991574155,30.8357174521807,2.80821322832234e-08,0.000230329648986998,"ENSG00000187715","KBTBD12","chr3","+","KBTBD12"
-2.40813106186898,-1.40415035012642,85.4149423871908,2.41885819192707e-20,2.26235806690939e-16,"ENSG00000235740","RP11-436I24.1","chr6","-","RP11-436I24.1"
-1.85329966010589,-0.309041206797685,74.5569342018952,5.89144711199891e-18,5.44192969735339e-14,"ENSG00000271998","CTD-2199O4.7","chr5","-","CTD-2199O4.7"
1.2748227169132,6.51417432323078,289.399192436455,6.72151705063272e-65,6.69731958925045e-61,"ENSG00000166189","HPS6","chr10","+","HPS6"
-1.16325606425227,5.11955171618668,60.1665944892156,8.71589588261823e-15,7.87045398200426e-11,"ENSG00000219607","PPP1R3G","chr6","+","PPP1R3G"
-2.27721144978564,-1.15686768617481,47.44345073545,5.66137767009356e-12,4.95427159909887e-08,"ENSG00000177138","FAM9B","chrX","-","FAM9B"
-2.26926415825482,-1.41170133020819,62.6740750341573,2.43905184412821e-15,2.21222002262429e-11,"ENSG00000179468","OR9A2","chr7","-","OR9A2"
-1.982825984908,3.33660471452218,31.3369114229635,2.16916118348766e-08,0.000178348432506356,"ENSG00000213085","CFAP45","chr1","-","CFAP45"
1.73803252296977,5.65591333706519,50.8800722824652,9.81853821359622e-13,8.69235188049674e-09,"ENSG00000087303","NID2","chr14","-","NID2"
-1.40089561695054,-1.30266299655547,30.3939453631662,3.52627073548957e-08,0.000288378420748337,"ENSG00000235672","AC090286.2","chr17","+","AC090286.2"
-1.22243029447301,3.0774520440403,53.117273153393,3.14217170968605e-13,2.79590438727865e-09,"ENSG00000226252","RP1-18D14.7","chr1","+","RP1-18D14.7"
-3.93025124650569,0.623705617476153,280.451141911514,5.98804117545244e-63,5.96588542310327e-59,"ENSG00000261696","RP11-354P17.15","chr9","-","RP11-354P17.15"
-1.11395205079405,1.13163348712547,28.36363560968,1.0053616040159e-07,0.000813940754611269,"ENSG00000261794","GOLGA8H","chr15","+","GOLGA8H"
1.19749805642071,9.67812934896684,113.751821649669,1.47682564849855e-26,1.41819567025316e-22,"ENSG00000165821","SALL2","chr14","-","SALL2"
2.67517337777023,5.83756621338972,73.7007591905189,9.09039083575614e-18,8.38861266323577e-14,"ENSG00000101825","MXRA5","chrX","-","MXRA5"
-1.41991297440193,3.96792965739606,53.8141167916802,2.20383541953395e-13,1.96405812588866e-09,"ENSG00000260549","MT1L","chr16","+","MT1L"
-1.8066024381221,1.56765599176191,85.597913880235,2.20507960123805e-20,2.06329298287844e-16,"ENSG00000254561","RP11-196E1.3","chr11","+","RP11-196E1.3"
1.70825358277849,6.64287269581028,34.2281221934525,4.90154900711006e-09,4.0927934209369e-05,"ENSG00000113209","PCDHB5","chr5","+","PCDHB5"
1.23249260795611,0.0386740353672927,34.7900052269709,3.67254017059013e-09,3.07391612278394e-05,"ENSG00000265458","RP13-20L14.6","chr17","-","RP13-20L14.6"
1.09927404998987,0.525792672480434,36.6420528574448,1.41936480843027e-09,1.1958148511025e-05,"ENSG00000188365","AC092171.2","chr7","+","AC092171.2"
2.26464814783006,8.50033030989413,91.9190403957251,9.0296029235385e-22,8.50408003338856e-18,"ENSG00000187416","LHFPL3","chr7","+","LHFPL3"
4.30446927506554,0.063481340832658,164.385258743698,1.24623610581183e-37,1.22180987813792e-33,"ENSG00000230734","RPL10P3","chr9","-","RPL10P3"
-2.2880994531643,-1.6047878898319,59.3206317903276,1.3396461026817e-14,1.20742303234702e-10,"ENSG00000269752","CTD-3149D2.3","chr19","+","CTD-3149D2.3"
-2.38172416658512,-0.423978654653725,215.922100031885,7.0131746784315e-49,6.94935478885778e-45,"ENSG00000234584","AC019186.1","chr2","-","AC019186.1"
-2.81560621666328,-1.680649794578,56.2690220107726,6.32034031684179e-14,5.65986475373182e-10,"ENSG00000134812","GIF","chr11","-","GIF"
-1.57636847395349,1.84379810986025,41.5325424145283,1.15925066146756e-10,9.9452114247302e-07,"ENSG00000109047","RCVRN","chr17","-","RCVRN"
-1.79712082496437,2.82631936499924,47.6886046544315,4.99587097181483e-12,4.37688255840697e-08,"ENSG00000162949","CAPN13","chr2","-","CAPN13"
-1.78791574508244,-1.61130417122922,34.9961384681959,3.3035983275721e-09,2.76709395917439e-05,"ENSG00000256293","RP11-114F3.2","chr12","-","RP11-114F3.2"
-3.28464492765604,2.07691104719959,53.6611969441362,2.38222129571591e-13,2.12160628596459e-09,"ENSG00000129514","FOXA1","chr14","-","FOXA1"
-1.44552329539267,-0.604394879713527,53.5225632777096,2.55639823426784e-13,2.2754500683218e-09,"ENSG00000248483","POU5F2","chr5","-","POU5F2"
-2.85107256655217,-1.57782054908161,48.6232808924505,3.10165330084933e-12,2.72697358210673e-08,"ENSG00000274630","RP11-229E13.4","chr17","+","RP11-229E13.4"
2.13113460127936,-0.629097992217791,54.0833786985708,1.92159902913006e-13,1.71348985427528e-09,"ENSG00000234577","SYNE1-AS1","chr6","+","SYNE1-AS1"
-2.2852255962937,-1.83223119767992,40.0374588028722,2.49139136478775e-10,2.12789736466521e-06,"ENSG00000280429","AF001548.3","chr16","-","AF001548.3"
-1.67414142573371,0.0937198039451787,65.4210275749249,6.04900132792048e-16,5.51426961053231e-12,"ENSG00000233110","RP11-301L8.2","chr4","+","RP11-301L8.2"
-3.79591053339358,1.91050676211642,181.289239487247,2.53473440925332e-41,2.49569949935081e-37,"ENSG00000168928","CTRB2","chr16","-","CTRB2"
-1.78675466676305,-1.67165945397299,28.7272191588033,8.33243259421819e-08,0.000676260229346748,"ENSG00000254173","RP11-96G10.1","chr5","-","RP11-96G10.1"
-1.32242064113085,-0.5548039472762,44.0482199521692,3.20385096560396e-11,2.77709801698551e-07,"ENSG00000272912","RP11-724N1.1","chr10","+","RP11-724N1.1"
-1.13104267783602,3.25026001255076,35.8342344035086,2.148394750783e-09,1.80637030645835e-05,"ENSG00000089356","FXYD3","chr19","+","FXYD3"
-1.20119830356876,5.70689708818727,94.4142633182301,2.55941355171302e-22,2.41583045146192e-18,"ENSG00000073605","GSDMB","chr17","-","GSDMB"
1.7370605908067,7.75188493043284,28.4282213437168,9.72374713758672e-08,0.000787817993087276,"ENSG00000111341","MGP","chr12","-","MGP"
-1.20317731540507,0.397296080109219,59.7644718637109,1.06916091518588e-14,9.64596977680702e-11,"ENSG00000251400","ALDH7A1P1","chr5","+","ALDH7A1P1"
-2.10734636129215,0.201061737147474,46.9303890403784,7.3553315725707e-12,6.42414659548325e-08,"ENSG00000187772","LIN28B","chr6","+","LIN28B"
1.9909991925807,-0.372427794685568,44.2976554496111,2.82053823636419e-11,2.44681692004594e-07,"ENSG00000272211","RP11-347P5.1","chr2","+","RP11-347P5.1"
-1.80327213761726,-1.48325960998849,38.3539459211031,5.90086519783693e-10,5.00275351472615e-06,"ENSG00000251169","AC005355.2","chr5","+","AC005355.2"
1.55614568754704,9.56521580125537,83.7899742213667,5.50231466086227e-20,5.13420981005058e-16,"ENSG00000112902","SEMA5A","chr5","-","SEMA5A"
-1.83480910890643,-1.28221845722368,28.8730267991503,7.72816523997144e-08,0.000627527017485681,"ENSG00000223553","SMPD4P1","chr22","-","SMPD4P1"
-3.81981941958276,2.15108190648204,55.6659217010273,8.58944325842042e-14,7.68068016167954e-10,"ENSG00000153789","FAM92B","chr16","-","FAM92B"
