"","highExpGenes"
"ENSG00000224354",FALSE
"ENSG00000224356",FALSE
"ENSG00000224357",FALSE
"ENSG00000224358",FALSE
"ENSG00000224359",FALSE
"ENSG00000224361",FALSE
"ENSG00000224363",FALSE
"ENSG00000224365",FALSE
"ENSG00000224366",FALSE
"ENSG00000224367",FALSE
"ENSG00000224368",FALSE
"ENSG00000224370",FALSE
"ENSG00000224371",FALSE
"ENSG00000224372",FALSE
"ENSG00000224373",TRUE
"ENSG00000224374",FALSE
"ENSG00000224375",FALSE
"ENSG00000224376",TRUE
"ENSG00000224382",FALSE
"ENSG00000224383",TRUE
"ENSG00000224384",FALSE
"ENSG00000224387",FALSE
"ENSG00000224388",FALSE
"ENSG00000224389",TRUE
"ENSG00000224391",FALSE
"ENSG00000224394",FALSE
"ENSG00000224396",FALSE
"ENSG00000224397",TRUE
"ENSG00000224400",FALSE
"ENSG00000224401",FALSE
"ENSG00000224402",FALSE
"ENSG00000224403",FALSE
"ENSG00000224404",FALSE
"ENSG00000224405",FALSE
"ENSG00000224406",FALSE
"ENSG00000224407",FALSE
"ENSG00000224408",FALSE
"ENSG00000224409",FALSE
"ENSG00000224410",FALSE
"ENSG00000224411",FALSE
"ENSG00000224412",FALSE
"ENSG00000224413",FALSE
"ENSG00000224414",FALSE
"ENSG00000224415",FALSE
"ENSG00000224416",FALSE
"ENSG00000224417",FALSE
"ENSG00000224418",FALSE
"ENSG00000224419",FALSE
"ENSG00000224420",TRUE
"ENSG00000224421",FALSE
"ENSG00000224424",TRUE
"ENSG00000224425",FALSE
"ENSG00000224426",FALSE
"ENSG00000224427",FALSE
"ENSG00000224429",FALSE
"ENSG00000224430",FALSE
"ENSG00000224431",FALSE
"ENSG00000224435",FALSE
"ENSG00000224436",FALSE
"ENSG00000224437",FALSE
"ENSG00000224438",FALSE
"ENSG00000224439",FALSE
"ENSG00000224440",FALSE
"ENSG00000224441",FALSE
"ENSG00000224442",FALSE
"ENSG00000224443",FALSE
"ENSG00000224445",FALSE
"ENSG00000224447",FALSE
"ENSG00000224448",FALSE
"ENSG00000224451",FALSE
"ENSG00000224452",FALSE
"ENSG00000224458",FALSE
"ENSG00000224459",FALSE
"ENSG00000224460",FALSE
"ENSG00000224462",FALSE
"ENSG00000224463",FALSE
"ENSG00000224464",FALSE
"ENSG00000224465",FALSE
"ENSG00000224466",FALSE
"ENSG00000224467",FALSE
"ENSG00000224468",FALSE
"ENSG00000224469",FALSE
"ENSG00000224470",TRUE
"ENSG00000224471",FALSE
"ENSG00000224473",FALSE
"ENSG00000224475",FALSE
"ENSG00000224476",FALSE
"ENSG00000224477",FALSE
"ENSG00000224478",FALSE
"ENSG00000224479",FALSE
"ENSG00000224481",FALSE
"ENSG00000224482",FALSE
"ENSG00000224484",FALSE
"ENSG00000224485",FALSE
"ENSG00000224486",FALSE
"ENSG00000224488",FALSE
"ENSG00000224490",FALSE
"ENSG00000224493",FALSE
"ENSG00000224494",FALSE
"ENSG00000224497",FALSE
"ENSG00000224498",FALSE
"ENSG00000224500",FALSE
"ENSG00000224504",FALSE
"ENSG00000224505",FALSE
"ENSG00000224506",FALSE
"ENSG00000224509",FALSE
"ENSG00000224510",FALSE
"ENSG00000224511",FALSE
"ENSG00000224513",FALSE
"ENSG00000224514",FALSE
"ENSG00000224515",FALSE
"ENSG00000224516",FALSE
"ENSG00000224517",FALSE
"ENSG00000224518",FALSE
"ENSG00000224519",FALSE
"ENSG00000224520",TRUE
"ENSG00000224521",FALSE
"ENSG00000224523",FALSE
"ENSG00000224524",FALSE
"ENSG00000224525",FALSE
"ENSG00000224529",FALSE
"ENSG00000224530",FALSE
"ENSG00000224531",TRUE
"ENSG00000224532",FALSE
"ENSG00000224533",FALSE
"ENSG00000224535",FALSE
"ENSG00000224536",FALSE
"ENSG00000224537",FALSE
"ENSG00000224539",FALSE
"ENSG00000224540",FALSE
"ENSG00000224541",FALSE
"ENSG00000224543",FALSE
"ENSG00000224545",FALSE
"ENSG00000224546",TRUE
"ENSG00000224547",FALSE
"ENSG00000224548",FALSE
"ENSG00000224549",FALSE
"ENSG00000224550",FALSE
"ENSG00000224551",FALSE
"ENSG00000224553",FALSE
"ENSG00000224555",FALSE
"ENSG00000224556",FALSE
"ENSG00000224557",TRUE
"ENSG00000224559",TRUE
"ENSG00000224560",FALSE
"ENSG00000224563",FALSE
"ENSG00000224565",FALSE
"ENSG00000224566",FALSE
"ENSG00000224567",FALSE
"ENSG00000224568",FALSE
"ENSG00000224569",FALSE
"ENSG00000224570",FALSE
"ENSG00000224571",FALSE
"ENSG00000224573",FALSE
"ENSG00000224574",FALSE
"ENSG00000224577",FALSE
"ENSG00000224578",TRUE
"ENSG00000224579",FALSE
"ENSG00000224582",FALSE
"ENSG00000224583",FALSE
"ENSG00000224584",FALSE
"ENSG00000224585",FALSE
"ENSG00000224586",FALSE
"ENSG00000224589",FALSE
"ENSG00000224590",FALSE
"ENSG00000224592",FALSE
"ENSG00000224593",FALSE
"ENSG00000224594",FALSE
"ENSG00000224595",FALSE
"ENSG00000224596",TRUE
"ENSG00000224597",TRUE
"ENSG00000224598",FALSE
"ENSG00000224599",FALSE
"ENSG00000224600",FALSE
"ENSG00000224602",FALSE
"ENSG00000224603",FALSE
"ENSG00000224604",FALSE
"ENSG00000224605",FALSE
"ENSG00000224606",FALSE
"ENSG00000224607",FALSE
"ENSG00000224609",FALSE
"ENSG00000224610",FALSE
"ENSG00000224611",FALSE
"ENSG00000224612",FALSE
"ENSG00000224613",FALSE
"ENSG00000224614",FALSE
"ENSG00000224616",FALSE
"ENSG00000224617",FALSE
"ENSG00000224618",FALSE
"ENSG00000224620",FALSE
"ENSG00000224621",FALSE
"ENSG00000224622",FALSE
"ENSG00000224625",FALSE
"ENSG00000224626",FALSE
"ENSG00000224627",FALSE
"ENSG00000224628",FALSE
"ENSG00000224629",FALSE
"ENSG00000224630",FALSE
"ENSG00000224631",TRUE
"ENSG00000224632",FALSE
"ENSG00000224634",FALSE
"ENSG00000224635",FALSE
"ENSG00000224637",FALSE
"ENSG00000224638",FALSE
"ENSG00000224640",FALSE
"ENSG00000224643",FALSE
"ENSG00000224644",FALSE
"ENSG00000224645",FALSE
"ENSG00000224646",FALSE
"ENSG00000224647",FALSE
"ENSG00000224648",FALSE
"ENSG00000224649",FALSE
"ENSG00000224650",TRUE
"ENSG00000224652",TRUE
"ENSG00000224653",FALSE
"ENSG00000224655",FALSE
"ENSG00000224656",FALSE
"ENSG00000224657",FALSE
"ENSG00000224658",FALSE
"ENSG00000224659",FALSE
"ENSG00000224660",TRUE
"ENSG00000224661",FALSE
"ENSG00000224662",FALSE
"ENSG00000224664",FALSE
"ENSG00000224666",FALSE
"ENSG00000224667",FALSE
"ENSG00000224668",FALSE
"ENSG00000224669",FALSE
"ENSG00000224670",FALSE
"ENSG00000224671",FALSE
"ENSG00000224672",FALSE
"ENSG00000224674",FALSE
"ENSG00000224675",FALSE
"ENSG00000224677",FALSE
"ENSG00000224678",FALSE
"ENSG00000224679",FALSE
"ENSG00000224680",FALSE
"ENSG00000224681",FALSE
"ENSG00000224682",FALSE
"ENSG00000224683",FALSE
"ENSG00000224685",FALSE
"ENSG00000224686",FALSE
"ENSG00000224687",TRUE
"ENSG00000224688",FALSE
"ENSG00000224689",TRUE
"ENSG00000224690",FALSE
"ENSG00000224691",FALSE
"ENSG00000224692",FALSE
"ENSG00000224695",FALSE
"ENSG00000224697",FALSE
"ENSG00000224698",TRUE
"ENSG00000224699",TRUE
"ENSG00000224700",FALSE
"ENSG00000224701",FALSE
"ENSG00000224702",FALSE
"ENSG00000224706",FALSE
"ENSG00000224707",FALSE
"ENSG00000224709",FALSE
"ENSG00000224710",FALSE
"ENSG00000224711",FALSE
"ENSG00000224712",TRUE
"ENSG00000224713",TRUE
"ENSG00000224714",FALSE
"ENSG00000224715",FALSE
"ENSG00000224717",FALSE
"ENSG00000224718",FALSE
"ENSG00000224719",FALSE
"ENSG00000224721",FALSE
"ENSG00000224722",FALSE
"ENSG00000224723",FALSE
"ENSG00000224725",FALSE
"ENSG00000224727",FALSE
"ENSG00000224728",FALSE
"ENSG00000224729",FALSE
"ENSG00000224730",FALSE
"ENSG00000224731",FALSE
"ENSG00000224732",FALSE
"ENSG00000224733",FALSE
"ENSG00000224735",FALSE
"ENSG00000224738",FALSE
"ENSG00000224739",FALSE
"ENSG00000224743",FALSE
"ENSG00000224745",FALSE
"ENSG00000224746",FALSE
"ENSG00000224747",FALSE
"ENSG00000224750",FALSE
"ENSG00000224751",FALSE
"ENSG00000224752",FALSE
"ENSG00000224755",FALSE
"ENSG00000224758",FALSE
"ENSG00000224760",FALSE
"ENSG00000224761",FALSE
"ENSG00000224762",FALSE
"ENSG00000224763",FALSE
"ENSG00000224764",FALSE
"ENSG00000224765",FALSE
"ENSG00000224769",TRUE
"ENSG00000224771",FALSE
"ENSG00000224773",FALSE
"ENSG00000224775",FALSE
"ENSG00000224776",FALSE
"ENSG00000224777",FALSE
"ENSG00000224778",FALSE
"ENSG00000224781",FALSE
"ENSG00000224783",FALSE
"ENSG00000224784",FALSE
"ENSG00000224785",FALSE
"ENSG00000224786",FALSE
"ENSG00000224788",FALSE
"ENSG00000224789",FALSE
"ENSG00000224790",FALSE
"ENSG00000224791",FALSE
"ENSG00000224792",FALSE
"ENSG00000224794",FALSE
"ENSG00000224795",FALSE
"ENSG00000224796",FALSE
"ENSG00000224797",FALSE
"ENSG00000224799",FALSE
"ENSG00000224800",FALSE
"ENSG00000224802",FALSE
"ENSG00000224805",FALSE
"ENSG00000224806",FALSE
"ENSG00000224807",FALSE
"ENSG00000224808",FALSE
"ENSG00000224809",FALSE
"ENSG00000224810",FALSE
"ENSG00000224812",FALSE
"ENSG00000224813",FALSE
"ENSG00000224814",FALSE
"ENSG00000224815",FALSE
"ENSG00000224816",FALSE
"ENSG00000224817",FALSE
"ENSG00000224818",FALSE
"ENSG00000224819",FALSE
"ENSG00000224820",FALSE
"ENSG00000224821",FALSE
"ENSG00000224822",FALSE
"ENSG00000224825",FALSE
"ENSG00000224826",FALSE
"ENSG00000224827",FALSE
"ENSG00000224829",FALSE
"ENSG00000224830",FALSE
"ENSG00000224831",TRUE
"ENSG00000224832",FALSE
"ENSG00000224834",FALSE
"ENSG00000224836",FALSE
"ENSG00000224837",TRUE
"ENSG00000224839",FALSE
"ENSG00000224842",TRUE
"ENSG00000224843",TRUE
"ENSG00000224844",FALSE
"ENSG00000224846",FALSE
"ENSG00000224848",FALSE
"ENSG00000224849",FALSE
"ENSG00000224850",FALSE
"ENSG00000224851",FALSE
"ENSG00000224852",FALSE
"ENSG00000224853",FALSE
"ENSG00000224854",FALSE
"ENSG00000224855",FALSE
"ENSG00000224856",FALSE
"ENSG00000224857",FALSE
"ENSG00000224858",TRUE
"ENSG00000224860",FALSE
"ENSG00000224861",TRUE
"ENSG00000224863",FALSE
"ENSG00000224864",FALSE
"ENSG00000224865",FALSE
"ENSG00000224866",FALSE
"ENSG00000224869",FALSE
"ENSG00000224870",TRUE
"ENSG00000224871",FALSE
"ENSG00000224873",FALSE
"ENSG00000224875",FALSE
"ENSG00000224876",FALSE
"ENSG00000224877",TRUE
"ENSG00000224879",FALSE
"ENSG00000224880",FALSE
"ENSG00000224881",FALSE
"ENSG00000224883",FALSE
"ENSG00000224884",FALSE
"ENSG00000224885",FALSE
"ENSG00000224886",FALSE
"ENSG00000224887",FALSE
"ENSG00000224888",FALSE
"ENSG00000224891",FALSE
"ENSG00000224892",FALSE
"ENSG00000224893",FALSE
"ENSG00000224895",FALSE
"ENSG00000224896",FALSE
"ENSG00000224897",TRUE
"ENSG00000224899",FALSE
"ENSG00000224901",FALSE
"ENSG00000224902",FALSE
"ENSG00000224903",FALSE
"ENSG00000224904",FALSE
"ENSG00000224905",TRUE
"ENSG00000224906",FALSE
"ENSG00000224907",FALSE
"ENSG00000224908",FALSE
"ENSG00000224910",FALSE
"ENSG00000224911",FALSE
"ENSG00000224914",TRUE
"ENSG00000224916",TRUE
"ENSG00000224917",FALSE
"ENSG00000224918",FALSE
"ENSG00000224919",FALSE
"ENSG00000224920",FALSE
"ENSG00000224922",FALSE
"ENSG00000224924",FALSE
"ENSG00000224927",FALSE
"ENSG00000224928",FALSE
"ENSG00000224931",FALSE
"ENSG00000224932",FALSE
"ENSG00000224933",FALSE
"ENSG00000224934",TRUE
"ENSG00000224935",FALSE
"ENSG00000224936",FALSE
"ENSG00000224939",FALSE
"ENSG00000224940",TRUE
"ENSG00000224942",FALSE
"ENSG00000224943",FALSE
"ENSG00000224944",FALSE
"ENSG00000224945",FALSE
"ENSG00000224946",FALSE
"ENSG00000224947",FALSE
"ENSG00000224948",FALSE
"ENSG00000224949",FALSE
"ENSG00000224950",FALSE
"ENSG00000224953",FALSE
"ENSG00000224955",FALSE
"ENSG00000224956",TRUE
"ENSG00000224957",FALSE
"ENSG00000224958",FALSE
"ENSG00000224959",FALSE
"ENSG00000224960",FALSE
"ENSG00000224961",FALSE
"ENSG00000224962",FALSE
"ENSG00000224963",FALSE
"ENSG00000224964",FALSE
"ENSG00000224965",FALSE
"ENSG00000224966",FALSE
"ENSG00000224967",FALSE
"ENSG00000224968",FALSE
"ENSG00000224969",FALSE
"ENSG00000224970",FALSE
"ENSG00000224971",FALSE
"ENSG00000224972",FALSE
"ENSG00000224973",FALSE
"ENSG00000224975",TRUE
"ENSG00000224976",FALSE
"ENSG00000224977",FALSE
"ENSG00000224978",FALSE
"ENSG00000224980",FALSE
"ENSG00000224981",FALSE
"ENSG00000224982",TRUE
"ENSG00000224984",FALSE
"ENSG00000224985",FALSE
"ENSG00000224986",FALSE
"ENSG00000224987",FALSE
"ENSG00000224988",FALSE
"ENSG00000224989",FALSE
"ENSG00000224992",FALSE
"ENSG00000224993",FALSE
"ENSG00000224995",FALSE
"ENSG00000224999",FALSE
"ENSG00000225000",FALSE
"ENSG00000225002",FALSE
"ENSG00000225003",FALSE
"ENSG00000225005",FALSE
"ENSG00000225006",FALSE
"ENSG00000225007",FALSE
"ENSG00000225008",FALSE
"ENSG00000225011",FALSE
"ENSG00000225012",FALSE
"ENSG00000225014",FALSE
"ENSG00000225016",FALSE
"ENSG00000225017",FALSE
"ENSG00000225018",FALSE
"ENSG00000225022",FALSE
"ENSG00000225024",FALSE
"ENSG00000225025",FALSE
"ENSG00000225026",FALSE
"ENSG00000225027",FALSE
"ENSG00000225028",FALSE
"ENSG00000225030",FALSE
"ENSG00000225031",TRUE
"ENSG00000225032",TRUE
"ENSG00000225036",FALSE
"ENSG00000225037",FALSE
"ENSG00000225039",FALSE
"ENSG00000225043",FALSE
"ENSG00000225044",FALSE
"ENSG00000225045",FALSE
"ENSG00000225046",FALSE
"ENSG00000225050",FALSE
"ENSG00000225051",FALSE
"ENSG00000225053",FALSE
"ENSG00000225055",FALSE
"ENSG00000225056",FALSE
"ENSG00000225057",FALSE
"ENSG00000225058",FALSE
"ENSG00000225062",FALSE
"ENSG00000225063",FALSE
"ENSG00000225064",FALSE
"ENSG00000225066",FALSE
"ENSG00000225067",FALSE
"ENSG00000225069",FALSE
"ENSG00000225071",FALSE
"ENSG00000225072",FALSE
"ENSG00000225075",FALSE
"ENSG00000225076",FALSE
"ENSG00000225077",FALSE
"ENSG00000225078",FALSE
"ENSG00000225079",FALSE
"ENSG00000225080",FALSE
"ENSG00000225082",FALSE
"ENSG00000225083",FALSE
"ENSG00000225084",FALSE
"ENSG00000225085",FALSE
"ENSG00000225087",FALSE
"ENSG00000225091",FALSE
"ENSG00000225092",FALSE
"ENSG00000225093",FALSE
"ENSG00000225094",FALSE
"ENSG00000225096",FALSE
"ENSG00000225098",FALSE
"ENSG00000225099",FALSE
"ENSG00000225100",FALSE
"ENSG00000225101",FALSE
"ENSG00000225102",FALSE
"ENSG00000225105",FALSE
"ENSG00000225106",FALSE
"ENSG00000225107",FALSE
"ENSG00000225108",TRUE
"ENSG00000225110",FALSE
"ENSG00000225111",FALSE
"ENSG00000225112",FALSE
"ENSG00000225113",FALSE
"ENSG00000225116",FALSE
"ENSG00000225117",FALSE
"ENSG00000225118",FALSE
"ENSG00000225121",FALSE
"ENSG00000225122",FALSE
"ENSG00000225123",FALSE
"ENSG00000225124",FALSE
"ENSG00000225125",FALSE
"ENSG00000225126",FALSE
"ENSG00000225127",FALSE
"ENSG00000225128",FALSE
"ENSG00000225129",FALSE
"ENSG00000225131",TRUE
"ENSG00000225133",FALSE
"ENSG00000225136",FALSE
"ENSG00000225137",FALSE
"ENSG00000225138",TRUE
"ENSG00000225140",FALSE
"ENSG00000225142",FALSE
"ENSG00000225144",FALSE
"ENSG00000225146",FALSE
"ENSG00000225147",FALSE
"ENSG00000225148",FALSE
"ENSG00000225151",TRUE
"ENSG00000225152",FALSE
"ENSG00000225154",TRUE
"ENSG00000225155",FALSE
"ENSG00000225156",FALSE
"ENSG00000225158",FALSE
"ENSG00000225159",FALSE
"ENSG00000225163",FALSE
"ENSG00000225165",FALSE
"ENSG00000225166",FALSE
"ENSG00000225167",FALSE
"ENSG00000225169",FALSE
"ENSG00000225170",FALSE
"ENSG00000225171",FALSE
"ENSG00000225172",FALSE
"ENSG00000225173",FALSE
"ENSG00000225174",FALSE
"ENSG00000225175",FALSE
"ENSG00000225176",FALSE
"ENSG00000225177",TRUE
"ENSG00000225178",TRUE
"ENSG00000225179",FALSE
"ENSG00000225180",FALSE
"ENSG00000225181",FALSE
"ENSG00000225182",FALSE
"ENSG00000225183",FALSE
"ENSG00000225185",FALSE
"ENSG00000225187",FALSE
"ENSG00000225189",FALSE
"ENSG00000225190",TRUE
"ENSG00000225191",FALSE
"ENSG00000225192",FALSE
"ENSG00000225193",FALSE
"ENSG00000225194",FALSE
"ENSG00000225195",FALSE
"ENSG00000225196",FALSE
"ENSG00000225198",FALSE
"ENSG00000225200",FALSE
"ENSG00000225203",FALSE
"ENSG00000225205",TRUE
"ENSG00000225206",FALSE
"ENSG00000225208",FALSE
"ENSG00000225209",FALSE
"ENSG00000225210",TRUE
"ENSG00000225212",FALSE
"ENSG00000225213",FALSE
"ENSG00000225214",FALSE
"ENSG00000225215",FALSE
"ENSG00000225216",FALSE
"ENSG00000225217",TRUE
"ENSG00000225218",FALSE
"ENSG00000225221",FALSE
"ENSG00000225222",FALSE
"ENSG00000225224",FALSE
"ENSG00000225225",FALSE
"ENSG00000225226",FALSE
"ENSG00000225230",FALSE
"ENSG00000225231",FALSE
"ENSG00000225233",FALSE
"ENSG00000225234",FALSE
"ENSG00000225235",FALSE
"ENSG00000225236",FALSE
"ENSG00000225238",FALSE
"ENSG00000225239",FALSE
"ENSG00000225240",FALSE
"ENSG00000225242",FALSE
"ENSG00000225243",FALSE
"ENSG00000225244",FALSE
"ENSG00000225246",FALSE
"ENSG00000225249",FALSE
"ENSG00000225251",FALSE
"ENSG00000225253",FALSE
"ENSG00000225254",FALSE
"ENSG00000225255",FALSE
"ENSG00000225256",FALSE
"ENSG00000225258",FALSE
"ENSG00000225259",FALSE
"ENSG00000225261",FALSE
"ENSG00000225263",FALSE
"ENSG00000225264",FALSE
"ENSG00000225265",TRUE
"ENSG00000225267",FALSE
"ENSG00000225269",FALSE
"ENSG00000225270",FALSE
"ENSG00000225271",FALSE
"ENSG00000225272",FALSE
"ENSG00000225275",FALSE
"ENSG00000225276",FALSE
"ENSG00000225279",FALSE
"ENSG00000225280",FALSE
"ENSG00000225282",FALSE
"ENSG00000225284",FALSE
"ENSG00000225285",TRUE
"ENSG00000225286",FALSE
"ENSG00000225287",FALSE
"ENSG00000225289",FALSE
"ENSG00000225292",FALSE
"ENSG00000225293",FALSE
"ENSG00000225294",FALSE
"ENSG00000225295",FALSE
"ENSG00000225297",FALSE
"ENSG00000225298",FALSE
"ENSG00000225299",FALSE
"ENSG00000225300",FALSE
"ENSG00000225302",TRUE
"ENSG00000225303",FALSE
"ENSG00000225304",FALSE
"ENSG00000225308",FALSE
"ENSG00000225310",FALSE
"ENSG00000225311",FALSE
"ENSG00000225313",TRUE
"ENSG00000225314",FALSE
"ENSG00000225315",FALSE
"ENSG00000225316",FALSE
"ENSG00000225321",FALSE
"ENSG00000225323",FALSE
"ENSG00000225325",FALSE
"ENSG00000225326",FALSE
"ENSG00000225327",FALSE
"ENSG00000225328",FALSE
"ENSG00000225329",FALSE
"ENSG00000225330",FALSE
"ENSG00000225331",FALSE
"ENSG00000225333",FALSE
"ENSG00000225334",FALSE
"ENSG00000225335",FALSE
"ENSG00000225336",FALSE
"ENSG00000225337",FALSE
"ENSG00000225338",FALSE
"ENSG00000225339",TRUE
"ENSG00000225341",FALSE
"ENSG00000225342",FALSE
"ENSG00000225343",FALSE
"ENSG00000225344",FALSE
"ENSG00000225345",FALSE
"ENSG00000225347",FALSE
"ENSG00000225349",FALSE
"ENSG00000225350",FALSE
"ENSG00000225352",FALSE
"ENSG00000225354",FALSE
"ENSG00000225355",FALSE
"ENSG00000225356",FALSE
"ENSG00000225357",FALSE
"ENSG00000225358",FALSE
"ENSG00000225359",FALSE
"ENSG00000225360",FALSE
"ENSG00000225361",TRUE
"ENSG00000225362",TRUE
"ENSG00000225364",FALSE
"ENSG00000225365",FALSE
"ENSG00000225366",FALSE
"ENSG00000225369",FALSE
"ENSG00000225370",FALSE
"ENSG00000225371",FALSE
"ENSG00000225376",FALSE
"ENSG00000225377",TRUE
"ENSG00000225378",FALSE
"ENSG00000225380",FALSE
"ENSG00000225381",FALSE
"ENSG00000225383",FALSE
"ENSG00000225384",FALSE
"ENSG00000225385",FALSE
"ENSG00000225386",FALSE
"ENSG00000225387",FALSE
"ENSG00000225391",FALSE
"ENSG00000225392",FALSE
"ENSG00000225393",FALSE
"ENSG00000225394",FALSE
"ENSG00000225396",FALSE
"ENSG00000225397",FALSE
"ENSG00000225398",FALSE
"ENSG00000225399",FALSE
"ENSG00000225400",FALSE
"ENSG00000225401",FALSE
"ENSG00000225402",FALSE
"ENSG00000225404",FALSE
"ENSG00000225405",FALSE
"ENSG00000225406",FALSE
"ENSG00000225407",FALSE
"ENSG00000225408",FALSE
"ENSG00000225411",FALSE
"ENSG00000225413",FALSE
"ENSG00000225415",FALSE
"ENSG00000225416",FALSE
"ENSG00000225417",FALSE
"ENSG00000225418",FALSE
"ENSG00000225419",FALSE
"ENSG00000225420",FALSE
"ENSG00000225421",FALSE
"ENSG00000225422",FALSE
"ENSG00000225423",FALSE
"ENSG00000225424",FALSE
"ENSG00000225427",FALSE
"ENSG00000225428",FALSE
"ENSG00000225431",FALSE
"ENSG00000225433",FALSE
"ENSG00000225434",FALSE
"ENSG00000225437",FALSE
"ENSG00000225438",FALSE
"ENSG00000225439",TRUE
"ENSG00000225442",FALSE
"ENSG00000225443",FALSE
"ENSG00000225444",FALSE
"ENSG00000225446",FALSE
"ENSG00000225447",FALSE
"ENSG00000225448",FALSE
"ENSG00000225449",TRUE
"ENSG00000225450",FALSE
"ENSG00000225451",FALSE
"ENSG00000225455",FALSE
"ENSG00000225457",FALSE
"ENSG00000225458",FALSE
"ENSG00000225460",FALSE
"ENSG00000225462",FALSE
"ENSG00000225463",FALSE
"ENSG00000225465",TRUE
"ENSG00000225466",FALSE
"ENSG00000225469",FALSE
"ENSG00000225470",TRUE
"ENSG00000225471",FALSE
"ENSG00000225472",FALSE
"ENSG00000225473",FALSE
"ENSG00000225475",FALSE
"ENSG00000225476",FALSE
"ENSG00000225477",FALSE
"ENSG00000225478",FALSE
"ENSG00000225479",FALSE
"ENSG00000225480",FALSE
"ENSG00000225482",FALSE
"ENSG00000225483",FALSE
"ENSG00000225484",TRUE
"ENSG00000225486",FALSE
"ENSG00000225487",FALSE
"ENSG00000225488",FALSE
"ENSG00000225489",TRUE
"ENSG00000225490",FALSE
"ENSG00000225491",FALSE
"ENSG00000225492",TRUE
"ENSG00000225493",FALSE
"ENSG00000225496",FALSE
"ENSG00000225497",FALSE
"ENSG00000225498",FALSE
"ENSG00000225499",FALSE
"ENSG00000225501",FALSE
"ENSG00000225502",FALSE
"ENSG00000225505",FALSE
"ENSG00000225506",FALSE
"ENSG00000225507",TRUE
"ENSG00000225508",FALSE
"ENSG00000225509",FALSE
"ENSG00000225510",FALSE
"ENSG00000225511",FALSE
"ENSG00000225513",FALSE
"ENSG00000225514",FALSE
"ENSG00000225516",FALSE
"ENSG00000225518",FALSE
"ENSG00000225519",FALSE
"ENSG00000225520",FALSE
"ENSG00000225521",FALSE
"ENSG00000225522",FALSE
"ENSG00000225523",FALSE
"ENSG00000225526",TRUE
"ENSG00000225527",FALSE
"ENSG00000225528",FALSE
"ENSG00000225530",FALSE
"ENSG00000225531",FALSE
"ENSG00000225532",FALSE
"ENSG00000225533",FALSE
"ENSG00000225535",FALSE
"ENSG00000225536",FALSE
"ENSG00000225537",FALSE
"ENSG00000225538",FALSE
"ENSG00000225539",FALSE
"ENSG00000225541",FALSE
"ENSG00000225542",FALSE
"ENSG00000225544",FALSE
"ENSG00000225545",FALSE
"ENSG00000225546",FALSE
"ENSG00000225548",FALSE
"ENSG00000225549",FALSE
"ENSG00000225551",FALSE
"ENSG00000225552",FALSE
"ENSG00000225554",FALSE
"ENSG00000225555",FALSE
"ENSG00000225556",TRUE
"ENSG00000225557",FALSE
"ENSG00000225558",FALSE
"ENSG00000225559",FALSE
"ENSG00000225560",FALSE
"ENSG00000225561",FALSE
"ENSG00000225563",FALSE
"ENSG00000225564",FALSE
"ENSG00000225568",FALSE
"ENSG00000225569",FALSE
"ENSG00000225570",FALSE
"ENSG00000225572",FALSE
"ENSG00000225573",TRUE
"ENSG00000225574",FALSE
"ENSG00000225578",FALSE
"ENSG00000225579",FALSE
"ENSG00000225580",FALSE
"ENSG00000225581",FALSE
"ENSG00000225582",FALSE
"ENSG00000225583",FALSE
"ENSG00000225585",FALSE
"ENSG00000225588",FALSE
"ENSG00000225591",FALSE
"ENSG00000225594",FALSE
"ENSG00000225595",FALSE
"ENSG00000225598",FALSE
"ENSG00000225602",FALSE
"ENSG00000225603",FALSE
"ENSG00000225605",FALSE
"ENSG00000225606",FALSE
"ENSG00000225609",FALSE
"ENSG00000225610",FALSE
"ENSG00000225611",FALSE
"ENSG00000225612",FALSE
"ENSG00000225613",FALSE
"ENSG00000225614",TRUE
"ENSG00000225615",FALSE
"ENSG00000225616",FALSE
"ENSG00000225619",FALSE
"ENSG00000225620",FALSE
"ENSG00000225622",FALSE
"ENSG00000225623",FALSE
"ENSG00000225624",FALSE
"ENSG00000225625",FALSE
"ENSG00000225626",FALSE
"ENSG00000225630",TRUE
"ENSG00000225632",FALSE
"ENSG00000225636",FALSE
"ENSG00000225637",FALSE
"ENSG00000225638",FALSE
"ENSG00000225639",FALSE
"ENSG00000225640",FALSE
"ENSG00000225642",FALSE
"ENSG00000225643",FALSE
"ENSG00000225644",FALSE
"ENSG00000225647",FALSE
"ENSG00000225648",TRUE
"ENSG00000225649",FALSE
"ENSG00000225650",FALSE
"ENSG00000225652",FALSE
"ENSG00000225653",FALSE
"ENSG00000225655",FALSE
"ENSG00000225656",FALSE
"ENSG00000225657",FALSE
"ENSG00000225658",FALSE
"ENSG00000225660",FALSE
"ENSG00000225661",FALSE
"ENSG00000225662",FALSE
"ENSG00000225663",TRUE
"ENSG00000225664",FALSE
"ENSG00000225665",FALSE
"ENSG00000225667",FALSE
"ENSG00000225669",FALSE
"ENSG00000225670",TRUE
"ENSG00000225671",FALSE
"ENSG00000225672",FALSE
"ENSG00000225673",FALSE
"ENSG00000225674",FALSE
"ENSG00000225675",FALSE
"ENSG00000225676",FALSE
"ENSG00000225678",FALSE
"ENSG00000225680",FALSE
"ENSG00000225681",FALSE
"ENSG00000225683",FALSE
"ENSG00000225684",TRUE
"ENSG00000225685",FALSE
